role,championId,win,allies,enemies
TOP,897,1,"233,112,21,888","223,104,101,498,111"
JUNGLE,233,1,"897,112,21,888","223,104,101,498,111"
MIDDLE,112,1,"897,233,21,888","223,104,101,498,111"
BOTTOM,21,1,"897,233,112,888","223,104,101,498,111"
UTILITY,888,1,"897,233,112,21","223,104,101,498,111"
TOP,223,0,"104,101,498,111","897,233,112,21,888"
JUNGLE,104,0,"223,101,498,111","897,233,112,21,888"
MIDDLE,101,0,"223,104,498,111","897,233,112,21,888"
BOTTOM,498,0,"223,104,101,111","897,233,112,21,888"
UTILITY,111,0,"223,104,101,498","897,233,112,21,888"
TOP,85,0,"246,893,360,101","516,24,1,901,161"
JUNGLE,246,0,"85,893,360,101","516,24,1,901,161"
MIDDLE,893,0,"85,246,360,101","516,24,1,901,161"
BOTTOM,360,0,"85,246,893,101","516,24,1,901,161"
UTILITY,101,0,"85,246,893,360","516,24,1,901,161"
TOP,516,1,"24,1,901,161","85,246,893,360,101"
JUNGLE,24,1,"516,1,901,161","85,246,893,360,101"
MIDDLE,1,1,"516,24,901,161","85,246,893,360,101"
BOTTOM,901,1,"516,24,1,161","85,246,893,360,101"
UTILITY,161,1,"516,24,1,901","85,246,893,360,101"
TOP,777,0,"24,800,42,40","36,106,8,67,201"
JUNGLE,24,0,"777,800,42,40","36,106,8,67,201"
MIDDLE,800,0,"777,24,42,40","36,106,8,67,201"
BOTTOM,42,0,"777,24,800,40","36,106,8,67,201"
UTILITY,40,0,"777,24,800,42","36,106,8,67,201"
TOP,36,1,"106,8,67,201","777,24,800,42,40"
JUNGLE,106,1,"36,8,67,201","777,24,800,42,40"
MIDDLE,8,1,"36,106,67,201","777,24,800,42,40"
BOTTOM,67,1,"36,106,8,201","777,24,800,42,40"
UTILITY,201,1,"36,106,8,67","777,24,800,42,40"
TOP,86,0,"91,3,29,78","10,113,163,22,267"
JUNGLE,91,0,"86,3,29,78","10,113,163,22,267"
MIDDLE,3,0,"86,91,29,78","10,113,163,22,267"
BOTTOM,29,0,"86,91,3,78","10,113,163,22,267"
UTILITY,78,0,"86,91,3,29","10,113,163,22,267"
TOP,10,1,"113,163,22,267","86,91,3,29,78"
JUNGLE,113,1,"10,163,22,267","86,91,3,29,78"
MIDDLE,163,1,"10,113,22,267","86,91,3,29,78"
BOTTOM,22,1,"10,113,163,267","86,91,3,29,78"
UTILITY,267,1,"10,113,163,22","86,91,3,29,78"
TOP,27,1,"9,517,67,201","166,121,68,119,53"
JUNGLE,9,1,"27,517,67,201","166,121,68,119,53"
MIDDLE,517,1,"27,9,67,201","166,121,68,119,53"
BOTTOM,67,1,"27,9,517,201","166,121,68,119,53"
UTILITY,201,1,"27,9,517,67","166,121,68,119,53"
TOP,166,0,"121,68,119,53","27,9,517,67,201"
JUNGLE,121,0,"166,68,119,53","27,9,517,67,201"
MIDDLE,68,0,"166,121,119,53","27,9,517,67,201"
BOTTOM,119,0,"166,121,68,53","27,9,517,67,201"
UTILITY,53,0,"166,121,68,119","27,9,517,67,201"
TOP,98,1,"154,127,202,40","3,11,103,360,111"
JUNGLE,154,1,"98,127,202,40","3,11,103,360,111"
MIDDLE,127,1,"98,154,202,40","3,11,103,360,111"
BOTTOM,202,1,"98,154,127,40","3,11,103,360,111"
UTILITY,40,1,"98,154,127,202","3,11,103,360,111"
TOP,3,0,"11,103,360,111","98,154,127,202,40"
JUNGLE,11,0,"3,103,360,111","98,154,127,202,40"
MIDDLE,103,0,"3,11,360,111","98,154,127,202,40"
BOTTOM,360,0,"3,11,103,111","98,154,127,202,40"
UTILITY,111,0,"3,11,103,360","98,154,127,202,40"
TOP,875,0,"5,45,111,267","122,32,99,145,555"
JUNGLE,5,0,"875,45,111,267","122,32,99,145,555"
MIDDLE,45,0,"875,5,111,267","122,32,99,145,555"
BOTTOM,111,0,"875,5,45,267","122,32,99,145,555"
UTILITY,267,0,"875,5,45,111","122,32,99,145,555"
TOP,122,1,"32,99,145,555","875,5,45,111,267"
JUNGLE,32,1,"122,99,145,555","875,5,45,111,267"
MIDDLE,99,1,"122,32,145,555","875,5,45,111,267"
BOTTOM,145,1,"122,32,99,555","875,5,45,111,267"
UTILITY,555,1,"122,32,99,145","875,5,45,111,267"
TOP,102,0,"24,127,235,12","36,233,61,145,902"
JUNGLE,24,0,"102,127,235,12","36,233,61,145,902"
MIDDLE,127,0,"102,24,235,12","36,233,61,145,902"
BOTTOM,235,0,"102,24,127,12","36,233,61,145,902"
UTILITY,12,0,"102,24,127,235","36,233,61,145,902"
TOP,36,1,"233,61,145,902","102,24,127,235,12"
JUNGLE,233,1,"36,61,145,902","102,24,127,235,12"
MIDDLE,61,1,"36,233,145,902","102,24,127,235,12"
BOTTOM,145,1,"36,233,61,902","102,24,127,235,12"
UTILITY,902,1,"36,233,61,145","102,24,127,235,12"
TOP,8,1,"104,90,51,111","36,120,85,804,44"
JUNGLE,104,1,"8,90,51,111","36,120,85,804,44"
MIDDLE,90,1,"8,104,51,111","36,120,85,804,44"
BOTTOM,51,1,"8,104,90,111","36,120,85,804,44"
UTILITY,111,1,"8,104,90,51","36,120,85,804,44"
TOP,36,0,"120,85,804,44","8,104,90,51,111"
JUNGLE,120,0,"36,85,804,44","8,104,90,51,111"
MIDDLE,85,0,"36,120,804,44","8,104,90,51,111"
BOTTOM,804,0,"36,120,85,44","8,104,90,51,111"
UTILITY,44,0,"36,120,85,804","8,104,90,51,111"
TOP,110,0,"106,800,67,40","10,31,901,8,161"
JUNGLE,106,0,"110,800,67,40","10,31,901,8,161"
MIDDLE,800,0,"110,106,67,40","10,31,901,8,161"
BOTTOM,67,0,"110,106,800,40","10,31,901,8,161"
UTILITY,40,0,"110,106,800,67","10,31,901,8,161"
TOP,10,1,"31,901,8,161","110,106,800,67,40"
JUNGLE,31,1,"10,901,8,161","110,106,800,67,40"
MIDDLE,901,1,"10,31,8,161","110,106,800,67,40"
BOTTOM,8,1,"10,31,901,161","110,106,800,67,40"
UTILITY,161,1,"10,31,901,8","110,106,800,67,40"
TOP,11,1,"24,90,22,26","54,234,50,51,412"
JUNGLE,24,1,"11,90,22,26","54,234,50,51,412"
MIDDLE,90,1,"11,24,22,26","54,234,50,51,412"
BOTTOM,22,1,"11,24,90,26","54,234,50,51,412"
UTILITY,26,1,"11,24,90,22","54,234,50,51,412"
TOP,54,0,"234,50,51,412","11,24,90,22,26"
JUNGLE,234,0,"54,50,51,412","11,24,90,22,26"
MIDDLE,50,0,"54,234,51,412","11,24,90,22,26"
BOTTOM,51,0,"54,234,50,412","11,24,90,22,26"
UTILITY,412,0,"54,234,50,51","11,24,90,22,26"
TOP,157,0,"64,55,901,526","36,131,8,202,111"
JUNGLE,64,0,"157,55,901,526","36,131,8,202,111"
MIDDLE,55,0,"157,64,901,526","36,131,8,202,111"
BOTTOM,901,0,"157,64,55,526","36,131,8,202,111"
UTILITY,526,0,"157,64,55,901","36,131,8,202,111"
TOP,36,1,"131,8,202,111","157,64,55,901,526"
JUNGLE,131,1,"36,8,202,111","157,64,55,901,526"
MIDDLE,8,1,"36,131,202,111","157,64,55,901,526"
BOTTOM,202,1,"36,131,8,111","157,64,55,901,526"
UTILITY,111,1,"36,131,8,202","157,64,55,901,526"
TOP,223,1,"107,43,29,117","904,245,711,15,267"
JUNGLE,107,1,"223,43,29,117","904,245,711,15,267"
MIDDLE,43,1,"223,107,29,117","904,245,711,15,267"
BOTTOM,29,1,"223,107,43,117","904,245,711,15,267"
UTILITY,117,1,"223,107,43,29","904,245,711,15,267"
TOP,904,0,"245,711,15,267","223,107,43,29,117"
JUNGLE,245,0,"904,711,15,267","223,107,43,29,117"
MIDDLE,711,0,"904,245,15,267","223,107,43,29,117"
BOTTOM,15,0,"904,245,711,267","223,107,43,29,117"
UTILITY,267,0,"904,245,711,15","223,107,43,29,117"
TOP,14,0,"35,105,804,902","164,887,777,45,412"
JUNGLE,35,0,"14,105,804,902","164,887,777,45,412"
MIDDLE,105,0,"14,35,804,902","164,887,777,45,412"
BOTTOM,804,0,"14,35,105,902","164,887,777,45,412"
UTILITY,902,0,"14,35,105,804","164,887,777,45,412"
TOP,164,1,"887,777,45,412","14,35,105,804,902"
JUNGLE,887,1,"164,777,45,412","14,35,105,804,902"
MIDDLE,777,1,"164,887,45,412","14,35,105,804,902"
BOTTOM,45,1,"164,887,777,412","14,35,105,804,902"
UTILITY,412,1,"164,887,777,45","14,35,105,804,902"
TOP,79,0,"104,55,99,432","897,421,103,360,53"
JUNGLE,104,0,"79,55,99,432","897,421,103,360,53"
MIDDLE,55,0,"79,104,99,432","897,421,103,360,53"
BOTTOM,99,0,"79,104,55,432","897,421,103,360,53"
UTILITY,432,0,"79,104,55,99","897,421,103,360,53"
TOP,897,1,"421,103,360,53","79,104,55,99,432"
JUNGLE,421,1,"897,103,360,53","79,104,55,99,432"
MIDDLE,103,1,"897,421,360,53","79,104,55,99,432"
BOTTOM,360,1,"897,421,103,53","79,104,55,99,432"
UTILITY,53,1,"897,421,103,360","79,104,55,99,432"
TOP,82,1,"113,142,96,117","58,517,4,202,40"
JUNGLE,113,1,"82,142,96,117","58,517,4,202,40"
MIDDLE,142,1,"82,113,96,117","58,517,4,202,40"
BOTTOM,96,1,"82,113,142,117","58,517,4,202,40"
UTILITY,117,1,"82,113,142,96","58,517,4,202,40"
TOP,58,0,"517,4,202,40","82,113,142,96,117"
JUNGLE,517,0,"58,4,202,40","82,113,142,96,117"
MIDDLE,4,0,"58,517,202,40","82,113,142,96,117"
BOTTOM,202,0,"58,517,4,40","82,113,142,96,117"
UTILITY,40,0,"58,517,4,202","82,113,142,96,117"
TOP,54,0,"56,142,51,902","102,141,39,804,555"
JUNGLE,56,0,"54,142,51,902","102,141,39,804,555"
MIDDLE,142,0,"54,56,51,902","102,141,39,804,555"
BOTTOM,51,0,"54,56,142,902","102,141,39,804,555"
UTILITY,902,0,"54,56,142,51","102,141,39,804,555"
TOP,102,1,"141,39,804,555","54,56,142,51,902"
JUNGLE,141,1,"102,39,804,555","54,56,142,51,902"
MIDDLE,39,1,"102,141,804,555","54,56,142,51,902"
BOTTOM,804,1,"102,141,39,555","54,56,142,51,902"
UTILITY,555,1,"102,141,39,804","54,56,142,51,902"
TOP,67,1,"59,90,901,89","876,20,103,22,40"
JUNGLE,59,1,"67,90,901,89","876,20,103,22,40"
MIDDLE,90,1,"67,59,901,89","876,20,103,22,40"
BOTTOM,901,1,"67,59,90,89","876,20,103,22,40"
UTILITY,89,1,"67,59,90,901","876,20,103,22,40"
TOP,876,0,"20,103,22,40","67,59,90,901,89"
JUNGLE,20,0,"876,103,22,40","67,59,90,901,89"
MIDDLE,103,0,"876,20,22,40","67,59,90,901,89"
BOTTOM,22,0,"876,20,103,40","67,59,90,901,89"
UTILITY,40,0,"876,20,103,22","67,59,90,901,89"
TOP,36,1,"131,3,901,136","31,122,38,145,89"
JUNGLE,131,1,"36,3,901,136","31,122,38,145,89"
MIDDLE,3,1,"36,131,901,136","31,122,38,145,89"
BOTTOM,901,1,"36,131,3,136","31,122,38,145,89"
UTILITY,136,1,"36,131,3,901","31,122,38,145,89"
TOP,31,0,"122,38,145,89","36,131,3,901,136"
JUNGLE,122,0,"31,38,145,89","36,131,3,901,136"
MIDDLE,38,0,"31,122,145,89","36,131,3,901,136"
BOTTOM,145,0,"31,122,38,89","36,131,3,901,136"
UTILITY,89,0,"31,122,38,145","36,131,3,901,136"
TOP,268,0,"91,80,115,267","68,28,84,29,16"
JUNGLE,91,0,"268,80,115,267","68,28,84,29,16"
MIDDLE,80,0,"268,91,115,267","68,28,84,29,16"
BOTTOM,115,0,"268,91,80,267","68,28,84,29,16"
UTILITY,267,0,"268,91,80,115","68,28,84,29,16"
TOP,68,1,"28,84,29,16","268,91,80,115,267"
JUNGLE,28,1,"68,84,29,16","268,91,80,115,267"
MIDDLE,84,1,"68,28,29,16","268,91,80,115,267"
BOTTOM,29,1,"68,28,84,16","268,91,80,115,267"
UTILITY,16,1,"68,28,84,29","268,91,80,115,267"
TOP,133,1,"131,8,81,143","54,245,777,67,201"
JUNGLE,131,1,"133,8,81,143","54,245,777,67,201"
MIDDLE,8,1,"133,131,81,143","54,245,777,67,201"
BOTTOM,81,1,"133,131,8,143","54,245,777,67,201"
UTILITY,143,1,"133,131,8,81","54,245,777,67,201"
TOP,54,0,"245,777,67,201","133,131,8,81,143"
JUNGLE,245,0,"54,777,67,201","133,131,8,81,143"
MIDDLE,777,0,"54,245,67,201","133,131,8,81,143"
BOTTOM,67,0,"54,245,777,201","133,131,8,81,143"
UTILITY,201,0,"54,245,777,67","133,131,8,81,143"
TOP,11,1,"113,238,51,497","17,35,54,96,117"
JUNGLE,113,1,"11,238,51,497","17,35,54,96,117"
MIDDLE,238,1,"11,113,51,497","17,35,54,96,117"
BOTTOM,51,1,"11,113,238,497","17,35,54,96,117"
UTILITY,497,1,"11,113,238,51","17,35,54,96,117"
TOP,17,0,"35,54,96,117","11,113,238,51,497"
JUNGLE,35,0,"17,54,96,117","11,113,238,51,497"
MIDDLE,54,0,"17,35,96,117","11,113,238,51,497"
BOTTOM,96,0,"17,35,54,117","11,113,238,51,497"
UTILITY,117,0,"17,35,54,96","11,113,238,51,497"
TOP,126,0,"254,893,51,50","27,234,38,901,267"
JUNGLE,254,0,"126,893,51,50","27,234,38,901,267"
MIDDLE,893,0,"126,254,51,50","27,234,38,901,267"
BOTTOM,51,0,"126,254,893,50","27,234,38,901,267"
UTILITY,50,0,"126,254,893,51","27,234,38,901,267"
TOP,27,1,"234,38,901,267","126,254,893,51,50"
JUNGLE,234,1,"27,38,901,267","126,254,893,51,50"
MIDDLE,38,1,"27,234,901,267","126,254,893,51,50"
BOTTOM,901,1,"27,234,38,267","126,254,893,51,50"
UTILITY,267,1,"27,234,38,901","126,254,893,51,50"
TOP,106,1,"20,127,22,201","85,799,55,202,111"
JUNGLE,20,1,"106,127,22,201","85,799,55,202,111"
MIDDLE,127,1,"106,20,22,201","85,799,55,202,111"
BOTTOM,22,1,"106,20,127,201","85,799,55,202,111"
UTILITY,201,1,"106,20,127,22","85,799,55,202,111"
TOP,85,0,"799,55,202,111","106,20,127,22,201"
JUNGLE,799,0,"85,55,202,111","106,20,127,22,201"
MIDDLE,55,0,"85,799,202,111","106,20,127,22,201"
BOTTOM,202,0,"85,799,55,111","106,20,127,22,201"
UTILITY,111,0,"85,799,55,202","106,20,127,22,201"
TOP,85,1,"904,38,63,267","223,62,777,145,201"
JUNGLE,904,1,"85,38,63,267","223,62,777,145,201"
MIDDLE,38,1,"85,904,63,267","223,62,777,145,201"
BOTTOM,63,1,"85,904,38,267","223,62,777,145,201"
UTILITY,267,1,"85,904,38,63","223,62,777,145,201"
TOP,223,0,"62,777,145,201","85,904,38,63,267"
JUNGLE,62,0,"223,777,145,201","85,904,38,63,267"
MIDDLE,777,0,"223,62,145,201","85,904,38,63,267"
BOTTOM,145,0,"223,62,777,201","85,904,38,63,267"
UTILITY,201,0,"223,62,777,145","85,904,38,63,267"
TOP,106,1,"64,43,50,163","157,154,134,51,101"
JUNGLE,64,1,"106,43,50,163","157,154,134,51,101"
MIDDLE,43,1,"106,64,50,163","157,154,134,51,101"
BOTTOM,50,1,"106,64,43,163","157,154,134,51,101"
UTILITY,163,1,"106,64,43,50","157,154,134,51,101"
TOP,157,0,"154,134,51,101","106,64,43,50,163"
JUNGLE,154,0,"157,134,51,101","106,64,43,50,163"
MIDDLE,134,0,"157,154,51,101","106,64,43,50,163"
BOTTOM,51,0,"157,154,134,101","106,64,43,50,163"
UTILITY,101,0,"157,154,134,51","106,64,43,50,163"
TOP,79,1,"77,103,202,223","904,143,238,523,497"
JUNGLE,77,1,"79,103,202,223","904,143,238,523,497"
MIDDLE,103,1,"79,77,202,223","904,143,238,523,497"
BOTTOM,202,1,"79,77,103,223","904,143,238,523,497"
UTILITY,223,1,"79,77,103,202","904,143,238,523,497"
TOP,904,0,"143,238,523,497","79,77,103,202,223"
JUNGLE,143,0,"904,238,523,497","79,77,103,202,223"
MIDDLE,238,0,"904,143,523,497","79,77,103,202,223"
BOTTOM,523,0,"904,143,238,497","79,77,103,202,223"
UTILITY,497,0,"904,143,238,523","79,77,103,202,223"
TOP,904,0,"887,245,21,81","92,56,61,498,143"
JUNGLE,887,0,"904,245,21,81","92,56,61,498,143"
MIDDLE,245,0,"904,887,21,81","92,56,61,498,143"
BOTTOM,21,0,"904,887,245,81","92,56,61,498,143"
UTILITY,81,0,"904,887,245,21","92,56,61,498,143"
TOP,92,1,"56,61,498,143","904,887,245,21,81"
JUNGLE,56,1,"92,61,498,143","904,887,245,21,81"
MIDDLE,61,1,"92,56,498,143","904,887,245,21,81"
BOTTOM,498,1,"92,56,61,143","904,887,245,21,81"
UTILITY,143,1,"92,56,61,498","904,887,245,21,81"
TOP,904,0,"121,166,161,43","421,20,54,145,350"
JUNGLE,121,0,"904,166,161,43","421,20,54,145,350"
MIDDLE,166,0,"904,121,161,43","421,20,54,145,350"
BOTTOM,161,0,"904,121,166,43","421,20,54,145,350"
UTILITY,43,0,"904,121,166,161","421,20,54,145,350"
TOP,421,1,"20,54,145,350","904,121,166,161,43"
JUNGLE,20,1,"421,54,145,350","904,121,166,161,43"
MIDDLE,54,1,"421,20,145,350","904,121,166,161,43"
BOTTOM,145,1,"421,20,54,350","904,121,166,161,43"
UTILITY,350,1,"421,20,54,145","904,121,166,161,43"
TOP,114,1,"56,8,222,103","92,121,800,22,902"
JUNGLE,56,1,"114,8,222,103","92,121,800,22,902"
MIDDLE,8,1,"114,56,222,103","92,121,800,22,902"
BOTTOM,222,1,"114,56,8,103","92,121,800,22,902"
UTILITY,103,1,"114,56,8,222","92,121,800,22,902"
TOP,92,0,"121,800,22,902","114,56,8,222,103"
JUNGLE,121,0,"92,800,22,902","114,56,8,222,103"
MIDDLE,800,0,"92,121,22,902","114,56,8,222,103"
BOTTOM,22,0,"92,121,800,902","114,56,8,222,103"
UTILITY,902,0,"92,121,800,22","114,56,8,222,103"
TOP,126,1,"245,90,67,267","58,154,55,910,16"
JUNGLE,245,1,"126,90,67,267","58,154,55,910,16"
MIDDLE,90,1,"126,245,67,267","58,154,55,910,16"
BOTTOM,67,1,"126,245,90,267","58,154,55,910,16"
UTILITY,267,1,"126,245,90,67","58,154,55,910,16"
TOP,58,0,"154,55,910,16","126,245,90,67,267"
JUNGLE,154,0,"58,55,910,16","126,245,90,67,267"
MIDDLE,55,0,"58,154,910,16","126,245,90,67,267"
BOTTOM,910,0,"58,154,55,16","126,245,90,67,267"
UTILITY,16,0,"58,154,55,910","126,245,90,67,267"
TOP,122,1,"11,245,910,412","126,102,84,202,40"
JUNGLE,11,1,"122,245,910,412","126,102,84,202,40"
MIDDLE,245,1,"122,11,910,412","126,102,84,202,40"
BOTTOM,910,1,"122,11,245,412","126,102,84,202,40"
UTILITY,412,1,"122,11,245,910","126,102,84,202,40"
TOP,126,0,"102,84,202,40","122,11,245,910,412"
JUNGLE,102,0,"126,84,202,40","122,11,245,910,412"
MIDDLE,84,0,"126,102,202,40","122,11,245,910,412"
BOTTOM,202,0,"126,102,84,40","122,11,245,910,412"
UTILITY,40,0,"126,102,84,202","122,11,245,910,412"
TOP,86,1,"121,99,45,53","17,799,134,29,117"
JUNGLE,121,1,"86,99,45,53","17,799,134,29,117"
MIDDLE,99,1,"86,121,45,53","17,799,134,29,117"
BOTTOM,45,1,"86,121,99,53","17,799,134,29,117"
UTILITY,53,1,"86,121,99,45","17,799,134,29,117"
TOP,17,0,"799,134,29,117","86,121,99,45,53"
JUNGLE,799,0,"17,134,29,117","86,121,99,45,53"
MIDDLE,134,0,"17,799,29,117","86,121,99,45,53"
BOTTOM,29,0,"17,799,134,117","86,121,99,45,53"
UTILITY,117,0,"17,799,134,29","86,121,99,45,53"
TOP,54,0,"48,99,51,223","86,113,8,63,267"
JUNGLE,48,0,"54,99,51,223","86,113,8,63,267"
MIDDLE,99,0,"54,48,51,223","86,113,8,63,267"
BOTTOM,51,0,"54,48,99,223","86,113,8,63,267"
UTILITY,223,0,"54,48,99,51","86,113,8,63,267"
TOP,86,1,"113,8,63,267","54,48,99,51,223"
JUNGLE,113,1,"86,8,63,267","54,48,99,51,223"
MIDDLE,8,1,"86,113,63,267","54,48,99,51,223"
BOTTOM,63,1,"86,113,8,267","54,48,99,51,223"
UTILITY,267,1,"86,113,8,63","54,48,99,51,223"
TOP,31,1,"59,84,50,80","516,246,800,67,117"
JUNGLE,59,1,"31,84,50,80","516,246,800,67,117"
MIDDLE,84,1,"31,59,50,80","516,246,800,67,117"
BOTTOM,50,1,"31,59,84,80","516,246,800,67,117"
UTILITY,80,1,"31,59,84,50","516,246,800,67,117"
TOP,516,0,"246,800,67,117","31,59,84,50,80"
JUNGLE,246,0,"516,800,67,117","31,59,84,50,80"
MIDDLE,800,0,"516,246,67,117","31,59,84,50,80"
BOTTOM,67,0,"516,246,800,117","31,59,84,50,80"
UTILITY,117,0,"516,246,800,67","31,59,84,50,80"
TOP,50,0,"98,45,67,902","83,141,103,81,117"
JUNGLE,98,0,"50,45,67,902","83,141,103,81,117"
MIDDLE,45,0,"50,98,67,902","83,141,103,81,117"
BOTTOM,67,0,"50,98,45,902","83,141,103,81,117"
UTILITY,902,0,"50,98,45,67","83,141,103,81,117"
TOP,83,1,"141,103,81,117","50,98,45,67,902"
JUNGLE,141,1,"83,103,81,117","50,98,45,67,902"
MIDDLE,103,1,"83,141,81,117","50,98,45,67,902"
BOTTOM,81,1,"83,141,103,117","50,98,45,67,902"
UTILITY,117,1,"83,141,103,81","50,98,45,67,902"
TOP,163,1,"59,112,63,164","27,121,90,21,80"
JUNGLE,59,1,"163,112,63,164","27,121,90,21,80"
MIDDLE,112,1,"163,59,63,164","27,121,90,21,80"
BOTTOM,63,1,"163,59,112,164","27,121,90,21,80"
UTILITY,164,1,"163,59,112,63","27,121,90,21,80"
TOP,27,0,"121,90,21,80","163,59,112,63,164"
JUNGLE,121,0,"27,90,21,80","163,59,112,63,164"
MIDDLE,90,0,"27,121,21,80","163,59,112,63,164"
BOTTOM,21,0,"27,121,90,80","163,59,112,63,164"
UTILITY,80,0,"27,121,90,21","163,59,112,63,164"
TOP,83,0,"121,55,51,201","92,20,43,99,37"
JUNGLE,121,0,"83,55,51,201","92,20,43,99,37"
MIDDLE,55,0,"83,121,51,201","92,20,43,99,37"
BOTTOM,51,0,"83,121,55,201","92,20,43,99,37"
UTILITY,201,0,"83,121,55,51","92,20,43,99,37"
TOP,92,1,"20,43,99,37","83,121,55,51,201"
JUNGLE,20,1,"92,43,99,37","83,121,55,51,201"
MIDDLE,43,1,"92,20,99,37","83,121,55,51,201"
BOTTOM,99,1,"92,20,43,37","83,121,55,51,201"
UTILITY,37,1,"92,20,43,99","83,121,55,51,201"
TOP,799,1,"56,90,22,111","10,121,7,901,117"
JUNGLE,56,1,"799,90,22,111","10,121,7,901,117"
MIDDLE,90,1,"799,56,22,111","10,121,7,901,117"
BOTTOM,22,1,"799,56,90,111","10,121,7,901,117"
UTILITY,111,1,"799,56,90,22","10,121,7,901,117"
TOP,10,0,"121,7,901,117","799,56,90,22,111"
JUNGLE,121,0,"10,7,901,117","799,56,90,22,111"
MIDDLE,7,0,"10,121,901,117","799,56,90,22,111"
BOTTOM,901,0,"10,121,7,117","799,56,90,22,111"
UTILITY,117,0,"10,121,7,901","799,56,90,22,111"
TOP,84,1,"98,103,202,902","106,19,7,145,78"
JUNGLE,98,1,"84,103,202,902","106,19,7,145,78"
MIDDLE,103,1,"84,98,202,902","106,19,7,145,78"
BOTTOM,202,1,"84,98,103,902","106,19,7,145,78"
UTILITY,902,1,"84,98,103,202","106,19,7,145,78"
TOP,106,0,"19,7,145,78","84,98,103,202,902"
JUNGLE,19,0,"106,7,145,78","84,98,103,202,902"
MIDDLE,7,0,"106,19,145,78","84,98,103,202,902"
BOTTOM,145,0,"106,19,7,78","84,98,103,202,902"
UTILITY,78,0,"106,19,7,145","84,98,103,202,902"
TOP,157,0,"80,99,901,201","110,76,4,51,267"
JUNGLE,80,0,"157,99,901,201","110,76,4,51,267"
MIDDLE,99,0,"157,80,901,201","110,76,4,51,267"
BOTTOM,901,0,"157,80,99,201","110,76,4,51,267"
UTILITY,201,0,"157,80,99,901","110,76,4,51,267"
TOP,110,1,"76,4,51,267","157,80,99,901,201"
JUNGLE,76,1,"110,4,51,267","157,80,99,901,201"
MIDDLE,4,1,"110,76,51,267","157,80,99,901,201"
BOTTOM,51,1,"110,76,4,267","157,80,99,901,201"
UTILITY,267,1,"110,76,4,51","157,80,99,901,201"
TOP,157,1,"131,142,15,235","31,104,45,498,57"
JUNGLE,131,1,"157,142,15,235","31,104,45,498,57"
MIDDLE,142,1,"157,131,15,235","31,104,45,498,57"
BOTTOM,15,1,"157,131,142,235","31,104,45,498,57"
UTILITY,235,1,"157,131,142,15","31,104,45,498,57"
TOP,31,0,"104,45,498,57","157,131,142,15,235"
JUNGLE,104,0,"31,45,498,57","157,131,142,15,235"
MIDDLE,45,0,"31,104,498,57","157,131,142,15,235"
BOTTOM,498,0,"31,104,45,57","157,131,142,15,235"
UTILITY,57,0,"31,104,45,498","157,131,142,15,235"
TOP,98,1,"107,61,202,50","14,120,112,67,57"
JUNGLE,107,1,"98,61,202,50","14,120,112,67,57"
MIDDLE,61,1,"98,107,202,50","14,120,112,67,57"
BOTTOM,202,1,"98,107,61,50","14,120,112,67,57"
UTILITY,50,1,"98,107,61,202","14,120,112,67,57"
TOP,14,0,"120,112,67,57","98,107,61,202,50"
JUNGLE,120,0,"14,112,67,57","98,107,61,202,50"
MIDDLE,112,0,"14,120,67,57","98,107,61,202,50"
BOTTOM,67,0,"14,120,112,57","98,107,61,202,50"
UTILITY,57,0,"14,120,112,67","98,107,61,202,50"
TOP,54,0,"33,103,222,117","517,48,112,804,902"
JUNGLE,33,0,"54,103,222,117","517,48,112,804,902"
MIDDLE,103,0,"54,33,222,117","517,48,112,804,902"
BOTTOM,222,0,"54,33,103,117","517,48,112,804,902"
UTILITY,117,0,"54,33,103,222","517,48,112,804,902"
TOP,517,1,"48,112,804,902","54,33,103,222,117"
JUNGLE,48,1,"517,112,804,902","54,33,103,222,117"
MIDDLE,112,1,"517,48,804,902","54,33,103,222,117"
BOTTOM,804,1,"517,48,112,902","54,33,103,222,117"
UTILITY,902,1,"517,48,112,804","54,33,103,222,117"
TOP,8,0,"107,61,29,25","112,200,800,202,267"
JUNGLE,107,0,"8,61,29,25","112,200,800,202,267"
MIDDLE,61,0,"8,107,29,25","112,200,800,202,267"
BOTTOM,29,0,"8,107,61,25","112,200,800,202,267"
UTILITY,25,0,"8,107,61,29","112,200,800,202,267"
TOP,112,1,"200,800,202,267","8,107,61,29,25"
JUNGLE,200,1,"112,800,202,267","8,107,61,29,25"
MIDDLE,800,1,"112,200,202,267","8,107,61,29,25"
BOTTOM,202,1,"112,200,800,267","8,107,61,29,25"
UTILITY,267,1,"112,200,800,202","8,107,61,29,25"
TOP,86,0,"121,1,901,43","122,163,55,119,89"
JUNGLE,121,0,"86,1,901,43","122,163,55,119,89"
MIDDLE,1,0,"86,121,901,43","122,163,55,119,89"
BOTTOM,901,0,"86,121,1,43","122,163,55,119,89"
UTILITY,43,0,"86,121,1,901","122,163,55,119,89"
TOP,122,1,"163,55,119,89","86,121,1,901,43"
JUNGLE,163,1,"122,55,119,89","86,121,1,901,43"
MIDDLE,55,1,"122,163,119,89","86,121,1,901,43"
BOTTOM,119,1,"122,163,55,89","86,121,1,901,43"
UTILITY,89,1,"122,163,55,119","86,121,1,901,43"
TOP,92,0,"120,7,910,63","84,233,74,81,117"
JUNGLE,120,0,"92,7,910,63","84,233,74,81,117"
MIDDLE,7,0,"92,120,910,63","84,233,74,81,117"
