role,championId,win,allies,enemies
TOP,240,1,"59,157,498,497","150,154,246,45,50"
JUNGLE,59,1,"240,157,498,497","150,154,246,45,50"
MIDDLE,157,1,"240,59,498,497","150,154,246,45,50"
BOTTOM,498,1,"240,59,157,497","150,154,246,45,50"
UTILITY,497,1,"240,59,157,498","150,154,246,45,50"
TOP,150,0,"154,246,45,50","240,59,157,498,497"
JUNGLE,154,0,"150,246,45,50","240,59,157,498,497"
MIDDLE,246,0,"150,154,45,50","240,59,157,498,497"
BOTTOM,45,0,"150,154,246,50","240,59,157,498,497"
UTILITY,50,0,"150,154,246,45","240,59,157,498,497"
TOP,106,1,"233,99,67,53","777,131,103,42,40"
JUNGLE,233,1,"106,99,67,53","777,131,103,42,40"
MIDDLE,99,1,"106,233,67,53","777,131,103,42,40"
BOTTOM,67,1,"106,233,99,53","777,131,103,42,40"
UTILITY,53,1,"106,233,99,67","777,131,103,42,40"
TOP,777,0,"131,103,42,40","106,233,99,67,53"
JUNGLE,131,0,"777,103,42,40","106,233,99,67,53"
MIDDLE,103,0,"777,131,42,40","106,233,99,67,53"
BOTTOM,42,0,"777,131,103,40","106,233,99,67,53"
UTILITY,40,0,"777,131,103,42","106,233,99,67,53"
TOP,122,1,"36,90,523,80","74,106,157,21,63"
JUNGLE,36,1,"122,90,523,80","74,106,157,21,63"
MIDDLE,90,1,"122,36,523,80","74,106,157,21,63"
BOTTOM,523,1,"122,36,90,80","74,106,157,21,63"
UTILITY,80,1,"122,36,90,523","74,106,157,21,63"
TOP,74,0,"106,157,21,63","122,36,90,523,80"
JUNGLE,106,0,"74,157,21,63","122,36,90,523,80"
MIDDLE,157,0,"74,106,21,63","122,36,90,523,80"
BOTTOM,21,0,"74,106,157,63","122,36,90,523,80"
UTILITY,63,0,"74,106,157,21","122,36,90,523,80"
TOP,164,1,"30,45,222,497","518,106,268,29,99"
JUNGLE,30,1,"164,45,222,497","518,106,268,29,99"
MIDDLE,45,1,"164,30,222,497","518,106,268,29,99"
BOTTOM,222,1,"164,30,45,497","518,106,268,29,99"
UTILITY,497,1,"164,30,45,222","518,106,268,29,99"
TOP,518,0,"106,268,29,99","164,30,45,222,497"
JUNGLE,106,0,"518,268,29,99","164,30,45,222,497"
MIDDLE,268,0,"518,106,29,99","164,30,45,222,497"
BOTTOM,29,0,"518,106,268,99","164,30,45,222,497"
UTILITY,99,0,"518,106,268,29","164,30,45,222,497"
TOP,360,0,"421,136,29,117","223,106,112,51,201"
JUNGLE,421,0,"360,136,29,117","223,106,112,51,201"
MIDDLE,136,0,"360,421,29,117","223,106,112,51,201"
BOTTOM,29,0,"360,421,136,117","223,106,112,51,201"
UTILITY,117,0,"360,421,136,29","223,106,112,51,201"
TOP,223,1,"106,112,51,201","360,421,136,29,117"
JUNGLE,106,1,"223,112,51,201","360,421,136,29,117"
MIDDLE,112,1,"223,106,51,201","360,421,136,29,117"
BOTTOM,51,1,"223,106,112,201","360,421,136,29,117"
UTILITY,201,1,"223,106,112,51","360,421,136,29,117"
TOP,266,1,"887,61,202,78","164,107,142,22,161"
JUNGLE,887,1,"266,61,202,78","164,107,142,22,161"
MIDDLE,61,1,"266,887,202,78","164,107,142,22,161"
BOTTOM,202,1,"266,887,61,78","164,107,142,22,161"
UTILITY,78,1,"266,887,61,202","164,107,142,22,161"
TOP,164,0,"107,142,22,161","266,887,61,202,78"
JUNGLE,107,0,"164,142,22,161","266,887,61,202,78"
MIDDLE,142,0,"164,107,22,161","266,887,61,202,78"
BOTTOM,22,0,"164,107,142,161","266,887,61,202,78"
UTILITY,161,0,"164,107,142,22","266,887,61,202,78"
TOP,31,1,"11,893,901,16","14,238,8,67,412"
JUNGLE,11,1,"31,893,901,16","14,238,8,67,412"
MIDDLE,893,1,"31,11,901,16","14,238,8,67,412"
BOTTOM,901,1,"31,11,893,16","14,238,8,67,412"
UTILITY,16,1,"31,11,893,901","14,238,8,67,412"
TOP,14,0,"238,8,67,412","31,11,893,901,16"
JUNGLE,238,0,"14,8,67,412","31,11,893,901,16"
MIDDLE,8,0,"14,238,67,412","31,11,893,901,16"
BOTTOM,67,0,"14,238,8,412","31,11,893,901,16"
UTILITY,412,0,"14,238,8,67","31,11,893,901,16"
TOP,516,0,"234,67,498,37","157,24,38,81,201"
JUNGLE,234,0,"516,67,498,37","157,24,38,81,201"
MIDDLE,67,0,"516,234,498,37","157,24,38,81,201"
BOTTOM,498,0,"516,234,67,37","157,24,38,81,201"
UTILITY,37,0,"516,234,67,498","157,24,38,81,201"
TOP,157,1,"24,38,81,201","516,234,67,498,37"
JUNGLE,24,1,"157,38,81,201","516,234,67,498,37"
MIDDLE,38,1,"157,24,81,201","516,234,67,498,37"
BOTTOM,81,1,"157,24,38,201","516,234,67,498,37"
UTILITY,201,1,"157,24,38,81","516,234,67,498,37"
TOP,777,1,"106,103,895,267","67,36,246,523,16"
JUNGLE,106,1,"777,103,895,267","67,36,246,523,16"
MIDDLE,103,1,"777,106,895,267","67,36,246,523,16"
BOTTOM,895,1,"777,106,103,267","67,36,246,523,16"
UTILITY,267,1,"777,106,103,895","67,36,246,523,16"
TOP,67,0,"36,246,523,16","777,106,103,895,267"
JUNGLE,36,0,"67,246,523,16","777,106,103,895,267"
MIDDLE,246,0,"67,36,523,16","777,106,103,895,267"
BOTTOM,523,0,"67,36,246,16","777,106,103,895,267"
UTILITY,16,0,"67,36,246,523","777,106,103,895,267"
TOP,92,0,"30,131,901,50","777,91,103,45,26"
JUNGLE,30,0,"92,131,901,50","777,91,103,45,26"
MIDDLE,131,0,"92,30,901,50","777,91,103,45,26"
BOTTOM,901,0,"92,30,131,50","777,91,103,45,26"
UTILITY,50,0,"92,30,131,901","777,91,103,45,26"
TOP,777,1,"91,103,45,26","92,30,131,901,50"
JUNGLE,91,1,"777,103,45,26","92,30,131,901,50"
MIDDLE,103,1,"777,91,45,26","92,30,131,901,50"
BOTTOM,45,1,"777,91,103,26","92,30,131,901,50"
UTILITY,26,1,"777,91,103,45","92,30,131,901,50"
TOP,36,0,"421,103,804,89","223,32,711,18,902"
JUNGLE,421,0,"36,103,804,89","223,32,711,18,902"
MIDDLE,103,0,"36,421,804,89","223,32,711,18,902"
BOTTOM,804,0,"36,421,103,89","223,32,711,18,902"
UTILITY,89,0,"36,421,103,804","223,32,711,18,902"
TOP,223,1,"32,711,18,902","36,421,103,804,89"
JUNGLE,32,1,"223,711,18,902","36,421,103,804,89"
MIDDLE,711,1,"223,32,18,902","36,421,103,804,89"
BOTTOM,18,1,"223,32,711,902","36,421,103,804,89"
UTILITY,902,1,"223,32,711,18","36,421,103,804,89"
TOP,11,1,"64,99,21,147","904,254,13,15,201"
JUNGLE,64,1,"11,99,21,147","904,254,13,15,201"
MIDDLE,99,1,"11,64,21,147","904,254,13,15,201"
BOTTOM,21,1,"11,64,99,147","904,254,13,15,201"
UTILITY,147,1,"11,64,99,21","904,254,13,15,201"
TOP,904,0,"254,13,15,201","11,64,99,21,147"
JUNGLE,254,0,"904,13,15,201","11,64,99,21,147"
MIDDLE,13,0,"904,254,15,201","11,64,99,21,147"
BOTTOM,15,0,"904,254,13,201","11,64,99,21,147"
UTILITY,201,0,"904,254,13,15","11,64,99,21,147"
TOP,897,0,"163,84,895,26","57,234,800,804,81"
JUNGLE,163,0,"897,84,895,26","57,234,800,804,81"
MIDDLE,84,0,"897,163,895,26","57,234,800,804,81"
BOTTOM,895,0,"897,163,84,26","57,234,800,804,81"
UTILITY,26,0,"897,163,84,895","57,234,800,804,81"
TOP,57,1,"234,800,804,81","897,163,84,895,26"
JUNGLE,234,1,"57,800,804,81","897,163,84,895,26"
MIDDLE,800,1,"57,234,804,81","897,163,84,895,26"
BOTTOM,804,1,"57,234,800,81","897,163,84,895,26"
UTILITY,81,1,"57,234,800,804","897,163,84,895,26"
TOP,84,1,"154,517,29,43","54,131,161,22,412"
JUNGLE,154,1,"84,517,29,43","54,131,161,22,412"
MIDDLE,517,1,"84,154,29,43","54,131,161,22,412"
BOTTOM,29,1,"84,154,517,43","54,131,161,22,412"
UTILITY,43,1,"84,154,517,29","54,131,161,22,412"
TOP,54,0,"131,161,22,412","84,154,517,29,43"
JUNGLE,131,0,"54,161,22,412","84,154,517,29,43"
MIDDLE,161,0,"54,131,22,412","84,154,517,29,43"
BOTTOM,22,0,"54,131,161,412","84,154,517,29,43"
UTILITY,412,0,"54,131,161,22","84,154,517,29,43"
TOP,904,1,"28,99,81,432","157,63,131,202,223"
JUNGLE,28,1,"904,99,81,432","157,63,131,202,223"
MIDDLE,99,1,"904,28,81,432","157,63,131,202,223"
BOTTOM,81,1,"904,28,99,432","157,63,131,202,223"
UTILITY,432,1,"904,28,99,81","157,63,131,202,223"
TOP,157,0,"63,131,202,223","904,28,99,81,432"
JUNGLE,63,0,"157,131,202,223","904,28,99,81,432"
MIDDLE,131,0,"157,63,202,223","904,28,99,81,432"
BOTTOM,202,0,"157,63,131,223","904,28,99,81,432"
UTILITY,223,0,"157,63,131,202","904,28,99,81,432"
TOP,516,0,"163,157,22,25","266,233,112,18,89"
JUNGLE,163,0,"516,157,22,25","266,233,112,18,89"
MIDDLE,157,0,"516,163,22,25","266,233,112,18,89"
BOTTOM,22,0,"516,163,157,25","266,233,112,18,89"
UTILITY,25,0,"516,163,157,22","266,233,112,18,89"
TOP,266,1,"233,112,18,89","516,163,157,22,25"
JUNGLE,233,1,"266,112,18,89","516,163,157,22,25"
MIDDLE,112,1,"266,233,18,89","516,163,157,22,25"
BOTTOM,18,1,"266,233,112,89","516,163,157,22,25"
UTILITY,89,1,"266,233,112,18","516,163,157,22,25"
TOP,58,0,"203,3,136,235","41,79,7,523,412"
JUNGLE,203,0,"58,3,136,235","41,79,7,523,412"
MIDDLE,3,0,"58,203,136,235","41,79,7,523,412"
BOTTOM,136,0,"58,203,3,235","41,79,7,523,412"
UTILITY,235,0,"58,203,3,136","41,79,7,523,412"
TOP,41,1,"79,7,523,412","58,203,3,136,235"
JUNGLE,79,1,"41,7,523,412","58,203,3,136,235"
MIDDLE,7,1,"41,79,523,412","58,203,3,136,235"
BOTTOM,523,1,"41,79,7,412","58,203,3,136,235"
UTILITY,412,1,"41,79,7,523","58,203,3,136,235"
TOP,86,1,"104,103,895,267","62,131,84,145,111"
JUNGLE,104,1,"86,103,895,267","62,131,84,145,111"
MIDDLE,103,1,"86,104,895,267","62,131,84,145,111"
BOTTOM,895,1,"86,104,103,267","62,131,84,145,111"
UTILITY,267,1,"86,104,103,895","62,131,84,145,111"
TOP,62,0,"131,84,145,111","86,104,103,895,267"
JUNGLE,131,0,"62,84,145,111","86,104,103,895,267"
MIDDLE,84,0,"62,131,145,111","86,104,103,895,267"
BOTTOM,145,0,"62,131,84,111","86,104,103,895,267"
UTILITY,111,0,"62,131,84,145","86,104,103,895,267"
TOP,86,1,"104,134,4,117","904,799,517,222,16"
JUNGLE,104,1,"86,134,4,117","904,799,517,222,16"
MIDDLE,134,1,"86,104,4,117","904,799,517,222,16"
BOTTOM,4,1,"86,104,134,117","904,799,517,222,16"
UTILITY,117,1,"86,104,134,4","904,799,517,222,16"
TOP,904,0,"799,517,222,16","86,104,134,4,117"
JUNGLE,799,0,"904,517,222,16","86,104,134,4,117"
MIDDLE,517,0,"904,799,222,16","86,104,134,4,117"
BOTTOM,222,0,"904,799,517,16","86,104,134,4,117"
UTILITY,16,0,"904,799,517,222","86,104,134,4,117"
TOP,122,0,"59,8,202,43","110,98,99,804,89"
JUNGLE,59,0,"122,8,202,43","110,98,99,804,89"
MIDDLE,8,0,"122,59,202,43","110,98,99,804,89"
BOTTOM,202,0,"122,59,8,43","110,98,99,804,89"
UTILITY,43,0,"122,59,8,202","110,98,99,804,89"
TOP,110,1,"98,99,804,89","122,59,8,202,43"
JUNGLE,98,1,"110,99,804,89","122,59,8,202,43"
MIDDLE,99,1,"110,98,804,89","122,59,8,202,43"
BOTTOM,804,1,"110,98,99,89","122,59,8,202,43"
UTILITY,89,1,"110,98,99,804","122,59,8,202,43"
TOP,39,1,"245,161,22,201","19,131,55,99,267"
JUNGLE,245,1,"39,161,22,201","19,131,55,99,267"
MIDDLE,161,1,"39,245,22,201","19,131,55,99,267"
BOTTOM,22,1,"39,245,161,201","19,131,55,99,267"
UTILITY,201,1,"39,245,161,22","19,131,55,99,267"
TOP,19,0,"131,55,99,267","39,245,161,22,201"
JUNGLE,131,0,"19,55,99,267","39,245,161,22,201"
MIDDLE,55,0,"19,131,99,267","39,245,161,22,201"
BOTTOM,99,0,"19,131,55,267","39,245,161,22,201"
UTILITY,267,0,"19,131,55,99","39,245,161,22,201"
TOP,86,0,"59,10,81,16","54,64,38,202,63"
JUNGLE,59,0,"86,10,81,16","54,64,38,202,63"
MIDDLE,10,0,"86,59,81,16","54,64,38,202,63"
BOTTOM,81,0,"86,59,10,16","54,64,38,202,63"
UTILITY,16,0,"86,59,10,81","54,64,38,202,63"
TOP,54,1,"64,38,202,63","86,59,10,81,16"
JUNGLE,64,1,"54,38,202,63","86,59,10,81,16"
MIDDLE,38,1,"54,64,202,63","86,59,10,81,16"
BOTTOM,202,1,"54,64,38,63","86,59,10,81,16"
UTILITY,63,1,"54,64,38,202","86,59,10,81,16"
TOP,114,0,"104,105,145,267","10,72,910,29,43"
JUNGLE,104,0,"114,105,145,267","10,72,910,29,43"
MIDDLE,105,0,"114,104,145,267","10,72,910,29,43"
BOTTOM,145,0,"114,104,105,267","10,72,910,29,43"
UTILITY,267,0,"114,104,105,145","10,72,910,29,43"
TOP,10,1,"72,910,29,43","114,104,105,145,267"
JUNGLE,72,1,"10,910,29,43","114,104,105,145,267"
MIDDLE,910,1,"10,72,29,43","114,104,105,145,267"
BOTTOM,29,1,"10,72,910,43","114,104,105,145,267"
UTILITY,43,1,"10,72,910,29","114,104,105,145,267"
TOP,58,0,"233,711,96,53","777,19,55,498,497"
JUNGLE,233,0,"58,711,96,53","777,19,55,498,497"
MIDDLE,711,0,"58,233,96,53","777,19,55,498,497"
BOTTOM,96,0,"58,233,711,53","777,19,55,498,497"
UTILITY,53,0,"58,233,711,96","777,19,55,498,497"
TOP,777,1,"19,55,498,497","58,233,711,96,53"
JUNGLE,19,1,"777,55,498,497","58,233,711,96,53"
MIDDLE,55,1,"777,19,498,497","58,233,711,96,53"
BOTTOM,498,1,"777,19,55,497","58,233,711,96,53"
UTILITY,497,1,"777,19,55,498","58,233,711,96,53"
TOP,31,0,"121,34,51,143","62,56,777,901,45"
JUNGLE,121,0,"31,34,51,143","62,56,777,901,45"
MIDDLE,34,0,"31,121,51,143","62,56,777,901,45"
BOTTOM,51,0,"31,121,34,143","62,56,777,901,45"
UTILITY,143,0,"31,121,34,51","62,56,777,901,45"
TOP,62,1,"56,777,901,45","31,121,34,51,143"
JUNGLE,56,1,"62,777,901,45","31,121,34,51,143"
MIDDLE,777,1,"62,56,901,45","31,121,34,51,143"
BOTTOM,901,1,"62,56,777,45","31,121,34,51,143"
UTILITY,45,1,"62,56,777,901","31,121,34,51,143"
TOP,11,0,"234,1,523,12","98,5,238,202,74"
JUNGLE,234,0,"11,1,523,12","98,5,238,202,74"
MIDDLE,1,0,"11,234,523,12","98,5,238,202,74"
BOTTOM,523,0,"11,234,1,12","98,5,238,202,74"
UTILITY,12,0,"11,234,1,523","98,5,238,202,74"
TOP,98,1,"5,238,202,74","11,234,1,523,12"
JUNGLE,5,1,"98,238,202,74","11,234,1,523,12"
MIDDLE,238,1,"98,5,202,74","11,234,1,523,12"
BOTTOM,202,1,"98,5,238,74","11,234,1,523,12"
UTILITY,74,1,"98,5,238,202","11,234,1,523,12"
TOP,86,1,"245,166,804,412","897,98,55,236,44"
JUNGLE,245,1,"86,166,804,412","897,98,55,236,44"
MIDDLE,166,1,"86,245,804,412","897,98,55,236,44"
BOTTOM,804,1,"86,245,166,412","897,98,55,236,44"
UTILITY,412,1,"86,245,166,804","897,98,55,236,44"
TOP,897,0,"98,55,236,44","86,245,166,804,412"
JUNGLE,98,0,"897,55,236,44","86,245,166,804,412"
MIDDLE,55,0,"897,98,236,44","86,245,166,804,412"
BOTTOM,236,0,"897,98,55,44","86,245,166,804,412"
UTILITY,44,0,"897,98,55,236","86,245,166,804,412"
TOP,75,1,"120,142,110,117","78,121,99,360,111"
JUNGLE,120,1,"75,142,110,117","78,121,99,360,111"
MIDDLE,142,1,"75,120,110,117","78,121,99,360,111"
BOTTOM,110,1,"75,120,142,117","78,121,99,360,111"
UTILITY,117,1,"75,120,142,110","78,121,99,360,111"
TOP,78,0,"121,99,360,111","75,120,142,110,117"
JUNGLE,121,0,"78,99,360,111","75,120,142,110,117"
MIDDLE,99,0,"78,121,360,111","75,120,142,110,117"
BOTTOM,360,0,"78,121,99,111","75,120,142,110,117"
UTILITY,111,0,"78,121,99,360","75,120,142,110,117"
TOP,39,1,"20,61,51,43","106,35,69,81,117"
JUNGLE,20,1,"39,61,51,43","106,35,69,81,117"
MIDDLE,61,1,"39,20,51,43","106,35,69,81,117"
BOTTOM,51,1,"39,20,61,43","106,35,69,81,117"
UTILITY,43,1,"39,20,61,51","106,35,69,81,117"
TOP,106,0,"35,69,81,117","39,20,61,51,43"
JUNGLE,35,0,"106,69,81,117","39,20,61,51,43"
MIDDLE,69,0,"106,35,81,117","39,20,61,51,43"
BOTTOM,81,0,"106,35,69,117","39,20,61,51,43"
UTILITY,117,0,"106,35,69,81","39,20,61,51,43"
TOP,122,1,"238,893,51,117","86,56,112,96,412"
JUNGLE,238,1,"122,893,51,117","86,56,112,96,412"
MIDDLE,893,1,"122,238,51,117","86,56,112,96,412"
BOTTOM,51,1,"122,238,893,117","86,56,112,96,412"
UTILITY,117,1,"122,238,893,51","86,56,112,96,412"
TOP,86,0,"56,112,96,412","122,238,893,51,117"
JUNGLE,56,0,"86,112,96,412","122,238,893,51,117"
MIDDLE,112,0,"86,56,96,412","122,238,893,51,117"
BOTTOM,96,0,"86,56,112,412","122,238,893,51,117"
UTILITY,412,0,"86,56,112,96","122,238,893,51,117"
TOP,31,0,"950,84,51,26","36,35,91,202,143"
JUNGLE,950,0,"31,84,51,26","36,35,91,202,143"
MIDDLE,84,0,"31,950,51,26","36,35,91,202,143"
BOTTOM,51,0,"31,950,84,26","36,35,91,202,143"
UTILITY,26,0,"31,950,84,51","36,35,91,202,143"
TOP,36,1,"35,91,202,143","31,950,84,51,26"
JUNGLE,35,1,"36,91,202,143","31,950,84,51,26"
MIDDLE,91,1,"36,35,202,143","31,950,84,51,26"
BOTTOM,202,1,"36,35,91,143","31,950,84,51,26"
UTILITY,143,1,"36,35,91,202","31,950,84,51,26"
TOP,92,0,"33,157,34,143","67,59,61,42,89"
JUNGLE,33,0,"92,157,34,143","67,59,61,42,89"
MIDDLE,157,0,"92,33,34,143","67,59,61,42,89"
BOTTOM,34,0,"92,33,157,143","67,59,61,42,89"
UTILITY,143,0,"92,33,157,34","67,59,61,42,89"
TOP,67,1,"59,61,42,89","92,33,157,34,143"
JUNGLE,59,1,"67,61,42,89","92,33,157,34,143"
MIDDLE,61,1,"67,59,42,89","92,33,157,34,143"
BOTTOM,42,1,"67,59,61,89","92,33,157,34,143"
UTILITY,89,1,"67,59,61,42","92,33,157,34,143"
TOP,6,1,"104,14,222,267","24,106,112,81,16"
JUNGLE,104,1,"6,14,222,267","24,106,112,81,16"
MIDDLE,14,1,"6,104,222,267","24,106,112,81,16"
BOTTOM,222,1,"6,104,14,267","24,106,112,81,16"
UTILITY,267,1,"6,104,14,222","24,106,112,81,16"
TOP,24,0,"106,112,81,16","6,104,14,222,267"
JUNGLE,106,0,"24,112,81,16","6,104,14,222,267"
MIDDLE,112,0,"24,106,81,16","6,104,14,222,267"
BOTTOM,81,0,"24,106,112,16","6,104,14,222,267"
UTILITY,16,0,"24,106,112,81","6,104,14,222,267"
TOP,11,0,"62,7,523,50","23,234,142,222,902"
JUNGLE,62,0,"11,7,523,50","23,234,142,222,902"
MIDDLE,7,0,"11,62,523,50","23,234,142,222,902"
BOTTOM,523,0,"11,62,7,50","23,234,142,222,902"
UTILITY,50,0,"11,62,7,523","23,234,142,222,902"
TOP,23,1,"234,142,222,902","11,62,7,523,50"
JUNGLE,234,1,"23,142,222,902","11,62,7,523,50"
MIDDLE,142,1,"23,234,222,902","11,62,7,523,50"
BOTTOM,222,1,"23,234,142,902","11,62,7,523,50"
UTILITY,902,1,"23,234,142,222","11,62,7,523,50"
TOP,41,0,"904,800,81,11","58,24,101,22,412"
JUNGLE,904,0,"41,800,81,11","58,24,101,22,412"
MIDDLE,800,0,"41,904,81,11","58,24,101,22,412"
BOTTOM,81,0,"41,904,800,11","58,24,101,22,412"
UTILITY,11,0,"41,904,800,81","58,24,101,22,412"
TOP,58,1,"24,101,22,412","41,904,800,81,11"
JUNGLE,24,1,"58,101,22,412","41,904,800,81,11"
MIDDLE,101,1,"58,24,22,412","41,904,800,81,11"
BOTTOM,22,1,"58,24,101,412","41,904,800,81,11"
UTILITY,412,1,"58,24,101,22","41,904,800,81,11"
TOP,74,0,"32,55,81,223","126,98,711,110,63"
JUNGLE,32,0,"74,55,81,223","126,98,711,110,63"
MIDDLE,55,0,"74,32,81,223","126,98,711,110,63"
BOTTOM,81,0,"74,32,55,223","126,98,711,110,63"
UTILITY,223,0,"74,32,55,81","126,98,711,110,63"
TOP,126,1,"98,711,110,63","74,32,55,81,223"
JUNGLE,98,1,"126,711,110,63","74,32,55,81,223"
MIDDLE,711,1,"126,98,110,63","74,32,55,81,223"
BOTTOM,110,1,"126,98,711,63","74,32,55,81,223"
UTILITY,63,1,"126,98,711,110","74,32,55,81,223"
TOP,266,1,"19,90,901,267","54,36,103,5,53"
JUNGLE,19,1,"266,90,901,267","54,36,103,5,53"
MIDDLE,90,1,"266,19,901,267","54,36,103,5,53"
BOTTOM,901,1,"266,19,90,267","54,36,103,5,53"
UTILITY,267,1,"266,19,90,901","54,36,103,5,53"
TOP,54,0,"36,103,5,53","266,19,90,901,267"
JUNGLE,36,0,"54,103,5,53","266,19,90,901,267"
MIDDLE,103,0,"54,36,5,53","266,19,90,901,267"
BOTTOM,5,0,"54,36,103,53","266,19,90,901,267"
UTILITY,53,0,"54,36,103,5","266,19,90,901,267"
TOP,58,1,"59,142,157,163","110,950,34,804,117"
JUNGLE,59,1,"58,142,157,163","110,950,34,804,117"
MIDDLE,142,1,"58,59,157,163","110,950,34,804,117"
BOTTOM,157,1,"58,59,142,163","110,950,34,804,117"
UTILITY,163,1,"58,59,142,157","110,950,34,804,117"
TOP,110,0,"950,34,804,117","58,59,142,157,163"
JUNGLE,950,0,"110,34,804,117","58,59,142,157,163"
MIDDLE,34,0,"110,950,804,117","58,59,142,157,163"
BOTTOM,804,0,"110,950,34,117","58,59,142,157,163"
UTILITY,117,0,"110,950,34,804","58,59,142,157,163"
TOP,133,0,"33,777,161,99","98,876,112,901,16"
JUNGLE,33,0,"133,777,161,99","98,876,112,901,16"
MIDDLE,777,0,"133,33,161,99","98,876,112,901,16"
BOTTOM,161,0,"133,33,777,99","98,876,112,901,16"
UTILITY,99,0,"133,33,777,161","98,876,112,901,16"
TOP,98,1,"876,112,901,16","133,33,777,161,99"
JUNGLE,876,1,"98,112,901,16","133,33,777,161,99"
MIDDLE,112,1,"98,876,901,16","133,33,777,161,99"
BOTTOM,901,1,"98,876,112,16","133,33,777,161,99"
UTILITY,16,1,"98,876,112,901","133,33,777,161,99"
TOP,69,0,"64,39,21,90","83,54,126,51,147"
JUNGLE,64,0,"69,39,21,90","83,54,126,51,147"
MIDDLE,39,0,"69,64,21,90","83,54,126,51,147"
BOTTOM,21,0,"69,64,39,90","83,54,126,51,147"
UTILITY,90,0,"69,64,39,21","83,54,126,51,147"
TOP,83,1,"54,126,51,147","69,64,39,21,90"
JUNGLE,54,1,"83,126,51,147","69,64,39,21,90"
MIDDLE,126,1,"83,54,51,147","69,64,39,21,90"
BOTTOM,51,1,"83,54,126,147","69,64,39,21,90"
UTILITY,147,1,"83,54,126,51","69,64,39,21,90"
TOP,122,1,"56,105,901,412","86,154,800,18,518"
JUNGLE,56,1,"122,105,901,412","86,154,800,18,518"
MIDDLE,105,1,"122,56,901,412","86,154,800,18,518"
BOTTOM,901,1,"122,56,105,412","86,154,800,18,518"
UTILITY,412,1,"122,56,105,901","86,154,800,18,518"
TOP,86,0,"154,800,18,518","122,56,105,901,412"
JUNGLE,154,0,"86,800,18,518","122,56,105,901,412"
MIDDLE,800,0,"86,154,18,518","122,56,105,901,412"
BOTTOM,18,0,"86,154,800,518","122,56,105,901,412"
UTILITY,518,0,"86,154,800,18","122,56,105,901,412"
TOP,777,0,"141,7,51,235","83,11,42,74,161"
JUNGLE,141,0,"777,7,51,235","83,11,42,74,161"
MIDDLE,7,0,"777,141,51,235","83,11,42,74,161"
BOTTOM,51,0,"777,141,7,235","83,11,42,74,161"
UTILITY,235,0,"777,141,7,51","83,11,42,74,161"
TOP,83,1,"11,42,74,161","777,141,7,51,235"
JUNGLE,11,1,"83,42,74,161","777,141,7,51,235"
MIDDLE,42,1,"83,11,74,161","777,141,7,51,235"
BOTTOM,74,1,"83,11,42,161","777,141,7,51,235"
UTILITY,161,1,"83,11,42,74","777,141,7,51,235"
TOP,82,1,"60,112,498,497","240,20,55,51,267"
JUNGLE,60,1,"82,112,498,497","240,20,55,51,267"
MIDDLE,112,1,"82,60,498,497","240,20,55,51,267"
BOTTOM,498,1,"82,60,112,497","240,20,55,51,267"
UTILITY,497,1,"82,60,112,498","240,20,55,51,267"
TOP,240,0,"20,55,51,267","82,60,112,498,497"
JUNGLE,20,0,"240,55,51,267","82,60,112,498,497"
MIDDLE,55,0,"240,20,51,267","82,60,112,498,497"
BOTTOM,51,0,"240,20,55,267","82,60,112,498,497"
UTILITY,267,0,"240,20,55,51","82,60,112,498,497"
TOP,98,0,"106,103,51,25","126,60,38,145,201"
JUNGLE,106,0,"98,103,51,25","126,60,38,145,201"
MIDDLE,103,0,"98,106,51,25","126,60,38,145,201"
BOTTOM,51,0,"98,106,103,25","126,60,38,145,201"
UTILITY,25,0,"98,106,103,51","126,60,38,145,201"
TOP,126,1,"60,38,145,201","98,106,103,51,25"
JUNGLE,60,1,"126,38,145,201","98,106,103,51,25"
MIDDLE,38,1,"126,60,145,201","98,106,103,51,25"
BOTTOM,145,1,"126,60,38,201","98,106,103,51,25"
UTILITY,201,1,"126,60,38,145","98,106,103,51,25"
TOP,122,1,"98,38,145,800","266,59,136,221,350"
JUNGLE,98,1,"122,38,145,800","266,59,136,221,350"
MIDDLE,38,1,"122,98,145,800","266,59,136,221,350"
BOTTOM,145,1,"122,98,38,800","266,59,136,221,350"
UTILITY,800,1,"122,98,38,145","266,59,136,221,350"
TOP,266,0,"59,136,221,350","122,98,38,145,800"
JUNGLE,59,0,"266,136,221,350","122,98,38,145,800"
MIDDLE,136,0,"266,59,221,350","122,98,38,145,800"
BOTTOM,221,0,"266,59,136,350","122,98,38,145,800"
UTILITY,350,0,"266,59,136,221","122,98,38,145,800"
TOP,13,0,"246,14,67,161","86,234,1,222,350"
JUNGLE,246,0,"13,14,67,161","86,234,1,222,350"
MIDDLE,14,0,"13,246,67,161","86,234,1,222,350"
BOTTOM,67,0,"13,246,14,161","86,234,1,222,350"
UTILITY,161,0,"13,246,14,67","86,234,1,222,350"
TOP,86,1,"234,1,222,350","13,246,14,67,161"
JUNGLE,234,1,"86,1,222,350","13,246,14,67,161"
MIDDLE,1,1,"86,234,222,350","13,246,14,67,161"
BOTTOM,222,1,"86,234,1,350","13,246,14,67,161"
UTILITY,350,1,"86,234,1,222","13,246,14,67,161"
TOP,75,1,"887,99,15,16","904,32,103,901,80"
JUNGLE,887,1,"75,99,15,16","904,32,103,901,80"
MIDDLE,99,1,"75,887,15,16","904,32,103,901,80"
